PortfolioID	TradeID	CollectRegulations	ProductClass	RiskType	Qualifier	Bucket	Label1	Label2	Amount	AmountCurrency	AmountUSD
C418	C418.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C418	C418.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C418	C418.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C418	C418.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C419	C419.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C420	C420.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C420	C420.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C420	C420.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C420	C420.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C420	C420.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C421	C421.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C421	C421.S_EQV_2	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	3m		1000000	USD	1000000
C422	C422.S_EQV_4	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1y		-2000000	USD	-2000000
C422	C422.S_EQV_5	All	Equity	Risk_EquityVol	ISIN:AU003186678890	2	2y		-1000000	USD	-1000000
C423	C423.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C423	C423.S_EQV_3	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	6m		-3000000	USD	-3000000
C424	C424.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C424	C424.S_EQV_16	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	2y		-1200000	USD	-1200000
C425	C425.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C425	C425.S_EQV_17	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	2y		-1200000	USD	-1200000
C426	C426.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C426	C426.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C426	C426.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C426	C426.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C426	C426.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C426	C426.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C427	C427.S_EQV_3	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	6m		-3000000	USD	-3000000
C427	C427.S_EQV_4	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1y		-2000000	USD	-2000000
C428	C428.S_EQV_2	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	3m		1000000	USD	1000000
C428	C428.S_EQV_6	All	Equity	Risk_EquityVol	ISIN:AU002189533177	5	3y		15000000	USD	15000000
C429	C429.S_EQV_2	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	3m		1000000	USD	1000000
C429	C429.S_EQV_6	All	Equity	Risk_EquityVol	ISIN:AU002189533177	5	3y		15000000	USD	15000000
C429	C429.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C430	C430.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C430	C430.S_EQV_14	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	6m		-200000	USD	-200000
C431	C431.S_EQV_14	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	6m		-200000	USD	-200000
C431	C431.S_EQV_15	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1m		200000	USD	200000
C432	C432.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C432	C432.S_EQV_2	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	3m		1000000	USD	1000000
C432	C432.S_EQV_3	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	6m		-3000000	USD	-3000000
C432	C432.S_EQV_4	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1y		-2000000	USD	-2000000
C432	C432.S_EQV_5	All	Equity	Risk_EquityVol	ISIN:AU003186678890	2	2y		-1000000	USD	-1000000
C432	C432.S_EQV_6	All	Equity	Risk_EquityVol	ISIN:AU002189533177	5	3y		15000000	USD	15000000
C432	C432.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C432	C432.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C432	C432.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C432	C432.S_EQV_10	All	Equity	Risk_EquityVol	SPX	11	20y		-10000000	USD	-10000000
C432	C432.S_EQV_11	All	Equity	Risk_EquityVol	VIX	12	30y		50000000	USD	50000000
C432	C432.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C432	C432.S_EQV_13	All	Equity	Risk_EquityVol	ISIN:CY180666897555	Residual	30y		-500000	USD	-500000
C432	C432.S_EQV_14	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	6m		-200000	USD	-200000
C432	C432.S_EQV_15	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1m		200000	USD	200000
C432	C432.S_EQV_16	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	2y		-1200000	USD	-1200000
C432	C432.S_EQV_17	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	2y		-1200000	USD	-1200000
C433	C433.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C434	C434.S_CMV_2	All	Commodity	Risk_CommodityVol	Coal Americas	1	1m		3000000	USD	3000000
C435	C435.S_CMV_3	All	Commodity	Risk_CommodityVol	Coal Australia	1	3m		-3000000	USD	-3000000
C436	C436.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C437	C437.S_CMV_5	All	Commodity	Risk_CommodityVol	Crude oil Asia/Middle East	2	1y		-10000000	USD	-10000000
C438	C438.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C439	C439.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C440	C440.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C441	C441.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C442	C442.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C443	C443.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C444	C444.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C445	C445.S_CMV_13	All	Commodity	Risk_CommodityVol	Agriculture Index	17	15y		900000	USD	900000
C446	C446.S_CMV_14	All	Commodity	Risk_CommodityVol	Natural Gas Index	17	20y		-2000000	USD	-2000000
C447	C447.S_CMV_15	All	Commodity	Risk_CommodityVol	Ethanol	16	5y		600000	USD	600000
C448	C448.S_CMV_16	All	Commodity	Risk_CommodityVol	Random Length Lumber	16	30y		-700000	USD	-700000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C449	C449.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C450	C450.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C451	C451.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C452	C452.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C453	C453.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C454	C454.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C454	C454.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C454	C454.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C454	C454.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C454	C454.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C455	C455.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C456	C456.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C457	C457.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
